id,lnannualrt,exper,tenure,female,hours_cat,ethnicgrp_cat,ratingfill_cat,hosp_cat,jobfunc_cat,jobsubfunc_cat,year,annualrt
80570,11.60606575,36.57534409,30.4383564,1,1,WHITE,RM,Hospital A,Finance,Management,2015,109761.5704
74628,10.53215981,36.81917953,1.627397299,1,1,BLACK,KC,Hospital C,Finance,Other,2015,37502.38483
64681,10.84408855,40.93698502,13.16438389,0,1,BLACK,KC,Hospital B,Finance,Coders,2015,51230.40869
87499,11.46941662,58.38629913,48.66301346,1,1,BLACK,KC,Hospital D,Finance,Management,2015,95742.40841
68967,10.46269226,25.66575241,0.660273969,1,1,BLACK,NA,HQ,Finance,Other,2015,34985.61517
36981,11.1271925,18.07123184,8.268492699,0,1,WHITE,KC,HQ,Finance,Coders,2015,67995.20706
77308,10.68464565,27.56986237,0.501369834,1,1,BLACK,NA,HQ,Finance,Coders,2015,43680.00185
62917,11.19803905,17.15616608,8.268492699,1,1,WHITE,KC,HQ,Finance,Management,2015,72987.17756
87981,10.56596947,28.16712189,7.391780853,1,1,BLACK,BE,HQ,Finance,Other,2015,38792.00576
52278,11.68790054,28.36164474,2.616438389,0,1,WHITE,KC,Hospital A,Finance,Management,2015,119121.6529
82598,11.37206173,25.99726105,3,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,86860.7664
63247,10.54428864,33.96986389,5.26301384,1,1,WHITE,KC,HQ,Finance,Other,2015,37960.01452
68617,11.19518566,19.92328644,13.35616398,1,1,WHITE,KC,Hospital C,Finance,Subject Ma,2015,72779.21326
59795,10.48153782,17.13972473,0.430136979,1,1,WHITE,NA,HQ,Finance,Other,2015,35651.19048
88625,10.50972557,16.17534256,5.128767014,1,1,WHITE,KC,HQ,Finance,Other,2015,36670.41473
53969,10.50346661,16.30136871,3.536986351,1,1,WHITE,KC,HQ,Finance,Other,2015,36441.61268
84176,10.84164906,51.15616608,24.74246597,1,1,WHITE,KC,HQ,Finance,Other,2015,51105.58448
84550,10.58928776,22.33424759,4.994520664,1,1,WHITE,KC,HQ,Finance,Other,2015,39707.19791
82770,10.4656601,23.16438293,0.852054775,1,1,BLACK,KC,HQ,Finance,Other,2015,35089.60091
55360,10.30296707,36.84931564,1.273972631,1,1,WHITE,KC,Hospital A,Finance,Other,2015,29820.96867
59241,10.61361027,44.50410843,9.495890617,1,1,BLACK,BE,HQ,Finance,Other,2015,40684.81751
61526,10.20199108,4.572603226,0.295890421,1,0,WHITE,NA,Hospital A,Finance,Other,2015,26956.80587
86611,10.27918053,9.068492889,1.408219218,1,1,BLACK,KC,Hospital A,Finance,Other,2015,29120.00071
71916,10.62226391,19.04657364,0.813698649,1,1,WHITE,NA,HQ,Finance,Other,2015,41038.41706
36368,10.54264355,22.99452209,3.517808199,1,1,MULTI,KC,HQ,Finance,Other,2015,37897.61829
55105,10.41956329,54.51780701,17.67123222,1,0,WHITE,KC,Hospital B,Finance,Other,2015,33508.79744
42694,10.96875,32.70137024,7.526027203,1,1,ASIAN,KC,Hospital C,Finance,Subject Ma,2015,58032.00804
77104,10.40329266,26.95068359,8.235616684,1,1,WHITE,KC,Hospital A,Finance,Other,2015,32967.99944
62324,10.72157383,34.19726181,1.416438341,1,1,WHITE,KC,Hospital C,Finance,Coders,2015,45323.1777
42242,10.93484879,28.17260361,0.600000024,0,1,WHITE,NA,Hospital A,Finance,Coders,2015,56097.62668
78129,10.55084229,30.73972702,0.002739726,0,1,BLACK,NA,HQ,Finance,Other,2015,38209.60815
47718,10.31427193,43.67671204,0.89041096,1,1,WHITE,KC,Hospital A,Finance,Other,2015,30160.00316
70904,10.93895531,25.15616608,5.800000191,1,1,WHITE,BE,HQ,Finance,Coders,2015,56328.46644
74685,10.68749905,51.15616608,15.32328796,1,1,WHITE,RM,HQ,Finance,Other,2015,43804.81607
82865,10.4127121,11.32328796,1.597260237,1,1,WHITE,KC,HQ,Finance,Other,2015,33280.00673
52687,10.5023241,26.54794693,0.830137014,1,1,WHITE,NA,HQ,Finance,Other,2015,36400.00184
76226,10.31427193,8.389041901,0.12328767,1,1,BLACK,KC,HQ,Finance,Other,2015,30160.00316
43092,11.69486046,29.98904037,10.69041061,0,1,WHITE,KC,HQ,Finance,Management,2015,119953.6214
77927,10.55084229,31.67671204,19.8520546,1,1,WHITE,KC,Hospital B,Finance,Other,2015,38209.60815
89491,10.40776253,15.61643982,0.142465755,0,1,WHITE,NA,HQ,Finance,Other,2015,33115.692
91070,10.52212715,36.05205536,11.13150692,1,1,WHITE,KC,HQ,Finance,Other,2015,37128.01747
45890,10.24650955,9.553424835,3.690410852,1,0,WHITE,KC,Hospital A,Finance,Other,2015,28183.99526
53729,10.2640667,5.558904648,2.210958958,1,1,BLACK,KC,HQ,Finance,Other,2015,28683.19517
83862,10.33339787,23.76712418,16.86575317,1,1,WHITE,KC,Hospital C,Finance,Other,2015,30742.39315
41479,10.83961201,33.23287582,5.339725971,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,51001.58589
41224,10.58928776,38.61643982,25.05479431,1,1,MULTI,KC,Hospital A,Finance,Other,2015,39707.19791
76891,10.49371529,31.69314957,2.635616541,1,1,WHITE,KC,HQ,Finance,Other,2015,36087.98582
60153,10.12502956,30.59725952,0.632876694,1,0,BLACK,NA,Hospital B,Finance,Other,2015,24959.99355
65467,10.29125023,5.273973465,6.126027584,1,1,BLACK,NA,Hospital A,Finance,Other,2015,29473.60007
54350,11.16501236,30.78082275,9,1,1,WHITE,RM,Hospital D,Finance,Coders,2015,70616.02351
64027,10.60694122,17.59452057,16.06027412,1,1,WHITE,RM,HQ,Finance,Other,2015,40414.39139
75825,10.40266132,15.29589081,1.997260332,1,1,WHITE,BE,HQ,Finance,Other,2015,32947.19224
63960,10.60694122,22.29040909,0.794520557,1,1,WHITE,NA,Hospital C,Finance,Other,2015,40414.39139
67396,10.83224392,42.22739792,0.424657524,1,1,BLACK,NA,Hospital D,Finance,Coders,2015,50627.18274
37839,10.72661018,47.76712036,3.295890331,1,1,BLACK,KC,Hospital C,Finance,Subject Ma,2015,45552.01705
70641,10.56918144,22.29040909,7.391780853,0,1,WHITE,KC,HQ,Finance,Other,2015,38916.80503
53460,10.61002445,28.36164474,2.252054691,1,1,BLACK,KC,HQ,Finance,Other,2015,40539.19051
65562,11.31996155,29.56712341,0.816438377,1,1,BLACK,NA,HQ,Finance,Management,2015,82451.17244
81287,11.4917593,13.72054863,5.224657536,1,1,WHITE,KC,HQ,Finance,Management,2015,97905.62664
60532,10.33339787,16.66027451,3.745205402,1,1,BLACK,KC,HQ,Finance,Other,2015,30742.39315
51736,10.39886665,33.59999847,5.063013554,1,1,BLACK,KC,HQ,Finance,Other,2015,32822.40543
60259,11.21134472,24.01643753,2.594520569,1,1,BLACK,KC,HQ,Finance,Coders,2015,73964.81003
83522,10.89243412,40.70410919,30.69315147,1,1,WHITE,RM,HQ,Finance,Other,2015,53768.01863
90874,11.26286316,11.82191849,1.235616446,1,1,BLACK,KC,Hospital C,Finance,Subject Ma,2015,77875.22608
48322,11.81574059,46.14520264,20.72054863,1,1,BLACK,RM,HQ,Finance,Management,2015,135366.4176
81718,10.83224392,49.02191925,12.58904076,1,1,WHITE,RM,HQ,Finance,Coders,2015,50627.18274
41066,10.52324677,18.7342453,0.632876694,1,1,A,NA,HQ,Finance,Other,2015,37169.60979
64383,11.35637474,24.69588852,0.600000024,0,1,ASIAN,NA,HQ,Finance,Coders,2015,85508.81428
73397,10.49313927,11.26849365,1.312328815,1,1,BLACK,KC,HQ,Finance,Other,2015,36067.20443
76559,10.29477215,11.81643867,0.161643833,1,1,BLACK,NA,Hospital A,Finance,Other,2015,29577.58672
39930,10.49544334,28.54246521,0.331506848,1,1,WHITE,NA,Hospital A,Finance,Other,2015,36150.40186
78880,10.5040369,33.49589157,18.73972511,1,1,BLACK,KC,HQ,Finance,Other,2015,36462.40116
38912,10.54264355,39.7534256,10.66849327,1,1,BLACK,KC,HQ,Finance,Other,2015,37897.61829
65064,10.40769958,18.25479507,5.358903885,1,1,WHITE,KC,HQ,Finance,Other,2015,33113.60768
50135,10.5845623,30.09589005,2.884931564,1,1,BLACK,KC,HQ,Finance,Other,2015,39520.00592
42758,10.39442062,5.312328339,0.1369863,1,1,BLACK,NA,HQ,Finance,Other,2015,32676.79996
88015,11.66315079,21.33698654,0.161643833,1,1,WHITE,KC,HQ,Finance,Management,2015,116209.6059
60593,10.21044254,14.2465744,4.073972702,1,1,BLACK,KC,Hospital B,Finance,Other,2015,27185.59572
62599,10.33610058,14.95616531,2.942465782,1,1,BLACK,BE,HQ,Finance,Other,2015,30825.5934
86811,10.53824234,16.94794464,2.942465782,1,1,BLACK,KC,HQ,Finance,Other,2015,37731.18954
70168,10.62277031,32.24383545,18.15068436,1,1,WHITE,KC,HQ,Finance,Other,2015,41059.20422
71586,10.54264355,14.21643829,1.827397227,1,1,BLACK,KC,HQ,Finance,Other,2015,37897.61829
88285,10.31427193,12.46849251,0.794520557,1,1,WHITE,NA,HQ,Finance,Other,2015,30160.00316
57895,10.34883976,6.742465973,4.317808151,1,1,A,KC,HQ,Finance,Other,2015,31220.79817
52389,10.49544334,29.47671127,0.526027381,1,1,WHITE,NA,Hospital B,Finance,Other,2015,36150.40186
49558,10.67363262,21.52054977,8.909588814,1,1,BLACK,KC,HQ,Finance,Other,2015,43201.59184
77815,10.28132153,4.668493271,0.775342464,1,1,PACIF,NA,Hospital A,Finance,Other,2015,29182.41339
65979,10.22788715,15.62465668,9.463013649,1,1,WHITE,NA,HQ,Finance,Other,2015,27663.9985
81671,10.38289642,25.34246445,3.383561611,0,1,WHITE,RM,HQ,Finance,Other,2015,32302.38751
42612,10.58928776,43.83287811,0.816438377,1,1,WHITE,NA,Hospital A,Finance,Other,2015,39707.19791
71583,11.5525465,24.96986389,6.989041328,1,1,WHITE,RM,HQ,Finance,Management,2015,104041.6419
54993,11.13511467,7.920547485,5.128767014,1,1,WHITE,KC,HQ,Finance,Coders,2015,68536.01619
39960,10.67795658,32.8821907,10.57534218,1,1,ASIAN,KC,Hospital C,Finance,Other,2015,43388.79821
62443,10.31427193,6.452054977,0.331506848,1,1,ASIAN,NA,Hospital C,Finance,Other,2015,30160.00316
73664,10.38096333,18.94246674,5.895890236,1,1,WHITE,KC,HQ,Finance,Other,2015,32240.00416
65334,10.8102293,9.331506729,0.698630154,1,1,HISPA,NA,HQ,Finance,Other,2015,49524.82319
78029,10.21882343,40.24931335,0.257534236,1,1,WHITE,NA,Hospital C,Finance,Other,2015,27414.39263
90147,11.23853111,18.77260208,8.753424644,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,76003.22957
53951,10.52771282,41.75616455,3.720547915,1,1,WHITE,KC,HQ,Finance,Other,2015,37335.98261
72470,10.37902546,37.80548096,0.816438377,1,1,BLACK,NA,HQ,Finance,Other,2015,32177.58784
57879,10.41956329,6.969863892,0.600000024,1,1,BLACK,NA,HQ,Finance,Other,2015,33508.79744
49730,10.44771671,15.36164474,6.643835545,1,1,WHITE,KC,HQ,Finance,Other,2015,34465.58996
56058,10.33339787,32.27397156,1.427397251,1,1,WHITE,KC,HQ,Finance,Other,2015,30742.39315
88417,11.6083374,22.18904114,5.723287582,1,1,WHITE,RM,HQ,Finance,Management,2015,110011.1939
70537,10.53437614,28.15616608,20.29862976,1,1,BLACK,KC,HQ,Finance,Other,2015,37585.59501
86838,10.38289642,14.52876663,0.813698649,1,1,WHITE,NA,HQ,Finance,Other,2015,32302.38751
66756,10.48270416,36.29040909,1.561643839,1,1,WHITE,KC,HQ,Finance,Other,2015,35692.79628
71310,10.87880135,35.92876816,27.91232872,1,1,BLACK,KC,Hospital A,Finance,Coders,2015,53039.9852
81165,10.55084229,13.56986237,3.172602654,0,1,WHITE,KC,HQ,Finance,Other,2015,38209.60815
60273,10.61053753,30.08219147,3.723287582,1,1,BLACK,KC,HQ,Finance,Other,2015,40559.99557
82177,11.64836502,27.75616455,0.331506848,1,1,BLACK,NA,Hospital D,Finance,Coders,2015,114503.9983
84371,10.54264355,33.66575241,0.89041096,1,1,WHITE,KC,HQ,Finance,Other,2015,37897.61829
48622,10.55681229,35.97808075,0.96712327,1,1,BLACK,KC,Hospital A,Finance,Other,2015,38438.40182
47206,11.52723885,37.93150711,38.49040985,1,1,WHITE,KC,Hospital B,Finance,Management,2015,101441.6308
54491,11.53479671,39.10137177,14.40547943,1,1,WHITE,KC,HQ,Finance,Management,2015,102211.2179
46134,10.40266132,35.16438293,5.090411186,1,1,WHITE,KC,Hospital C,Finance,Other,2015,32947.19224
59023,11.06373405,47.74794769,15.32328796,1,1,WHITE,RM,HQ,Finance,Subject Ma,2015,63814.39396
88821,10.30735111,10.47671318,2.731506824,0,1,WHITE,KC,Hospital B,Finance,Other,2015,29951.99201
65476,10.4127121,39.93698502,12.47397232,1,1,BLACK,KC,Hospital D,Finance,Other,2015,33280.00673
63750,11.40132332,27.43013763,16.82739639,1,1,WHITE,RM,Hospital D,Finance,Coders,2015,89440.00269
63828,10.53215981,41.8520546,7.084931374,1,1,WHITE,KC,HQ,Finance,Other,2015,37502.38483
64504,10.75718784,21.90684891,15.06301403,1,1,WHITE,BE,HQ,Finance,Other,2015,46966.40526
56459,11.0866127,19.92328644,6.375342369,0,1,WHITE,NA,HQ,Finance,Subject Ma,2015,65291.21031
51052,10.55951405,26.33972549,6.158904076,1,1,ASIAN,RM,HQ,Finance,Other,2015,38542.39355
69881,11.50986481,14.34520721,0.276712328,1,1,WHITE,NA,HQ,Finance,Management,2015,99694.40212
42707,10.63785362,24.60821915,8.909588814,1,1,WHITE,KC,Hospital C,Finance,Other,2015,41683.20723
89283,10.3279705,14.2465744,3.169862986,1,1,WHITE,KC,HQ,Finance,Other,2015,30575.99506
73672,11.01771069,32.70137024,32.2657547,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,60943.99982
68118,10.53215981,38.89315033,13.81643867,1,1,BLACK,KC,Hospital B,Finance,Other,2015,37502.38483
70258,11.1271925,16.81643677,0.816438377,1,1,WHITE,NA,HQ,Finance,Other,2015,67995.20706
83117,10.43190193,42.15342331,8.39452076,1,1,WHITE,KC,HQ,Finance,Other,2015,33924.81162
70634,10.88349628,12.46575356,8.783561707,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,53289.59016
86460,10.83224392,27.99452209,0.947945178,1,1,WHITE,RM,Hospital A,Finance,Coders,2015,50627.18274
69315,10.70677948,61.65205383,41.9753418,1,1,WHITE,KC,HQ,Finance,Other,2015,44657.5864
64568,10.58928776,7.547945023,3.057534218,1,1,BLACK,KC,HQ,Finance,Other,2015,39707.19791
40910,10.85779858,45.12054825,19.00547981,1,1,BLACK,KC,Hospital A,Finance,Coders,2015,51937.61555
78010,11.60814857,19.38082123,15.96438313,1,0,BLACK,RM,Hospital D,Finance,Coders,2015,109990.4227
81924,10.43496227,35.16438293,28.18356133,1,0,WHITE,KC,Hospital A,Finance,Other,2015,34028.79213
61087,11.68001175,24.74520493,1.120547891,0,1,WHITE,RM,HQ,Finance,Management,2015,118185.6237
51481,10.63435459,18.7342453,3.515068531,1,1,WHITE,KC,HQ,Finance,Other,2015,41537.61127
71371,10.45073032,26.81095886,0.410958916,1,1,BLACK,NA,Hospital A,Finance,Other,2015,34569.6125
54197,10.56543255,46.13150787,0.794520557,1,1,WHITE,NA,HQ,Finance,Other,2015,38771.1832
84340,10.29828262,32.05753326,0.331506848,1,1,WHITE,NA,HQ,Finance,Other,2015,29681.60057
51686,10.41956329,41.95616531,0.257534236,1,1,BLACK,NA,Hospital C,Finance,Other,2015,33508.79744
90067,10.54264355,17.56438446,1.783561587,1,1,BLACK,BE,HQ,Finance,Other,2015,37897.61829
57743,10.36993504,12.63835526,3.07671237,1,1,BLACK,KC,HQ,Finance,Other,2015,31886.40542
77560,10.54209423,38.59999847,9.712328911,1,1,WHITE,RM,HQ,Finance,Other,2015,37876.80622
87558,10.33326244,9.200000763,0.257534236,1,1,BLACK,NA,Hospital B,Finance,Other,2015,30738.23024
67598,10.33339787,40.22465897,6.989041328,1,0,WHITE,KC,Hospital A,Finance,Other,2015,30742.39315
41432,10.59919167,24.01643753,7.161643982,1,1,HISPA,NA,HQ,Finance,Other,2015,40102.40817
43200,10.40139866,47.39452362,37.93424606,1,0,WHITE,KC,Hospital A,Finance,Other,2015,32905.61723
36783,10.70164299,33.16986465,8.909588814,1,1,WHITE,RM,Hospital C,Finance,Coders,2015,44428.79126
84640,10.67025661,6.153425217,1.082191825,1,1,BLACK,KC,Hospital D,Finance,Other,2015,43055.98888
72315,10.63585567,33.64109421,5.62739706,1,0,BLACK,RM,Hospital B,Finance,Other,2015,41600.00951
39631,10.43496227,23.50136948,0.238356158,1,1,BLACK,NA,HQ,Finance,Other,2015,34028.79213
50340,10.40329266,13.16164398,0.816438377,1,1,WHITE,NA,Hospital A,Finance,Other,2015,32967.99944
72203,10.57875538,13.97260284,3.843835592,1,1,ASIAN,KC,HQ,Finance,Other,2015,39291.18132
92379,10.40266132,16.34520721,0.816438377,1,1,WHITE,NA,HQ,Finance,Other,2015,32947.19224
54580,11.19860935,15.07945251,0.410958916,1,1,WHITE,NA,HQ,Finance,Management,2015,73028.81382
50424,10.86179543,33.90410995,5.309588909,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,52145.61776
73118,10.64134026,42.29315186,15.39178085,1,1,WHITE,KC,HQ,Finance,Other,2015,41828.79495
77142,11.28086185,37.39178085,6.010958672,1,1,WHITE,KC,HQ,Finance,Management,2015,79289.56853
79625,10.30596161,13.11780739,8.197259903,1,1,BLACK,NA,Hospital D,Finance,Other,2015,29910.40251
40509,10.38096333,18.25479507,3.668493032,1,1,BLACK,KC,Hospital A,Finance,Other,2015,32240.00416
43433,10.36535835,9.928766251,8.536986351,1,1,WHITE,KC,Hospital C,Finance,Other,2015,31740.80489
89406,10.3017807,13.46575356,10.7287674,1,1,HISPA,KC,HQ,Finance,Other,2015,29785.61092
84610,10.47333622,30.04383469,2.572602749,1,1,WHITE,KC,HQ,Finance,Other,2015,35359.9895
42966,10.38289642,31.69314957,21.48219109,1,1,BLACK,KC,HQ,Finance,Other,2015,32302.38751
58788,11.68001175,25.40000153,15.21643829,0,1,WHITE,RM,HQ,Finance,Management,2015,118185.6237
75419,10.39442062,15.6109581,5.008219242,1,1,WHITE,KC,Hospital D,Finance,Other,2015,32676.79996
68667,10.55084229,9.356164932,5.186301231,1,1,WHITE,KC,HQ,Finance,Other,2015,38209.60815
41080,10.83059978,27.34520721,10.7287674,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,50544.01323
63929,10.44348335,38.83013535,0.410958916,1,1,BLACK,NA,HQ,Finance,Other,2015,34319.9931
89232,10.83961201,30.08219147,8.695890427,1,1,WHITE,KC,Hospital A,Finance,Coders,2015,51001.58589
38443,10.50972557,6.758903503,4.591780663,1,1,WHITE,KC,HQ,Finance,Other,2015,36670.41473
41782,11.05291939,21.54520416,2.463013649,0,1,WHITE,KC,HQ,Finance,Subject Ma,2015,63127.98091
76983,10.68226147,54.29862976,12.58904076,1,0,BLACK,KC,Hospital B,Finance,Subject Ma,2015,43575.98466
44159,10.35349274,14.33698654,3.172602654,1,1,BLACK,KC,HQ,Finance,Other,2015,31366.40632
56378,10.68226147,21.54520416,5.1095891,0,1,WHITE,KC,HQ,Finance,Other,2015,43575.98466
64690,10.36404705,16.02739716,0.501369834,1,1,WHITE,NA,HQ,Finance,Other,2015,31699.21038
47674,10.12502956,9.380821228,11.16712284,1,0,WHITE,KC,Hospital A,Finance,Other,2015,24959.99355
81895,11.1271925,20.39725876,2.594520569,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,67995.20706
52254,11.6699295,40,25.16986275,0,1,WHITE,RM,HQ,Finance,Management,2015,117000.034
79675,10.46980095,33.59999847,0.96712327,1,1,BLACK,KC,HQ,Finance,Other,2015,35235.20307
88626,10.43496227,35.13972473,5.553424835,1,1,BLACK,KC,Hospital D,Finance,Other,2015,34028.79213
45200,10.4127121,27.59178162,0.372602731,1,1,BLACK,NA,HQ,Finance,Other,2015,33280.00673
80331,10.44166374,12.80547905,1.942465782,0,1,WHITE,KC,HQ,Finance,Other,2015,34257.60086
59480,10.92028236,14.21643829,0.698630154,1,1,BLACK,NA,HQ,Finance,Subject Ma,2015,55286.40762
42623,10.32865047,25.49589157,9.213698387,1,1,BLACK,KC,HQ,Finance,Other,2015,30596.79288
76616,10.37643719,23.76712418,0.676712334,1,1,BLACK,NA,HQ,Finance,Other,2015,32094.41117
71594,10.55681229,30.55616379,24.19178009,1,1,BLACK,KC,HQ,Finance,Other,2015,38438.40182
42682,10.82275009,35.97808075,24.74794579,1,1,ASIAN,KC,Hospital A,Finance,Coders,2015,50148.81137
48696,10.66347027,42.37534332,7.871232986,1,1,BLACK,KC,Hospital A,Finance,Other,2015,42764.78524
86950,10.44771671,3.205478668,0.446575344,1,1,WHITE,NA,HQ,Finance,Other,2015,34465.58996
72966,10.72294998,19.31232834,7.098629951,1,1,BLACK,KC,HQ,Finance,Other,2015,45385.59222
70893,10.38096333,24.91233063,0.391780823,1,1,BLACK,NA,HQ,Finance,Other,2015,32240.00416
81744,10.85699654,33.84383392,24.25205421,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,51895.9762
36763,10.26985168,27.40821838,14.16164398,1,0,WHITE,KC,Hospital A,Finance,Other,2015,28849.60801
68009,10.36993504,23.76712418,11.93698597,1,1,WHITE,KC,Hospital A,Finance,Other,2015,31886.40542
52733,11.05291939,42.20547867,23.17534256,1,1,BLACK,KC,Hospital A,Finance,Coders,2015,63127.98091
55611,10.32729053,5.112329483,0.331506848,1,1,BLACK,NA,HQ,Finance,Other,2015,30555.21137
72657,11.11519051,42.43013763,8.865753174,1,1,HISPA,KC,HQ,Finance,Other,2015,67184.00692
44010,10.601264,14.45205307,0.249315068,1,1,WHITE,NA,Hospital B,Finance,Other,2015,40185.59994
56090,10.53437614,42.20547867,24.19178009,1,1,BLACK,KC,Hospital A,Finance,Other,2015,37585.59501
55616,10.78125381,40.5068512,10.28767109,1,1,WHITE,RM,Hospital A,Finance,Coders,2015,48110.40797
65074,10.56220913,42.4931488,0.334246576,1,1,BLACK,NA,Hospital B,Finance,Other,2015,38646.40863
55351,10.40329266,27.59178162,11.5835619,1,1,WHITE,KC,Hospital A,Finance,Other,2015,32967.99944
44728,10.42012215,36.59725952,5.915068626,1,1,WHITE,KC,Hospital D,Finance,Other,2015,33527.52917
48284,10.63084316,13.52054787,1.942465782,1,1,WHITE,KC,HQ,Finance,Other,2015,41392.01068
56755,11.06373405,37.96164322,33.60548019,1,1,BLACK,KC,HQ,Finance,Subject Ma,2015,63814.39396
53067,10.49659348,42.74246597,20.66301346,1,1,BLACK,KC,Hospital D,Finance,Other,2015,36192.00349
53852,10.46150208,15.36164474,8.35068512,1,1,BLACK,KC,HQ,Finance,Other,2015,34944.00056
65618,10.44771671,29.47671127,5.838356018,1,1,WHITE,BE,Hospital A,Finance,Other,2015,34465.58996
44808,10.40329266,35.56712341,9.646574974,1,1,WHITE,KC,HQ,Finance,Other,2015,32967.99944
39856,10.88816929,35.4931488,12.1479454,1,1,BLACK,RM,Hospital B,Finance,Coders,2015,53539.19538
64281,11.20542145,36.67945099,33.60548019,1,1,WHITE,KC,Hospital D,Finance,Subject Ma,2015,73527.99138
84942,10.43496227,41.82191849,0.816438377,1,1,WHITE,NA,HQ,Finance,Other,2015,34028.79213
87650,10.38096333,18.30958939,1.408219218,1,1,BLACK,KC,HQ,Finance,Other,2015,32240.00416
57210,10.19268799,35.82739639,3.652054787,1,0,MULTI,KC,Hospital A,Finance,Other,2015,26707.18711
81873,10.72437,40.92328644,19.00547981,1,1,BLACK,KC,Hospital A,Finance,Coders,2015,45450.0865
38495,10.54209423,5.5616436,0.909589052,1,1,BLACK,KC,HQ,Finance,Other,2015,37876.80622
69261,11.18859005,45.43013763,9.443835258,1,1,WHITE,KC,Hospital B,Finance,Subject Ma,2015,72300.76939
37549,10.38096333,33.16164398,19.39451981,1,1,WHITE,KC,Hospital A,Finance,Other,2015,32240.00416
64566,11.82156277,18.07671356,6.24109602,0,1,WHITE,KC,HQ,Finance,Management,2015,136156.8443
62288,10.84164906,39.30685043,21.41095924,1,1,MULTI,KC,HQ,Finance,Other,2015,51105.58448
81130,11.70332146,24.52602768,9.117808342,0,1,WHITE,KC,Hospital A,Finance,Management,2015,120972.8546
42193,10.37058735,13.11780739,2.649315119,1,1,BLACK,KC,Hospital A,Finance,Other,2015,31907.21213
78497,11.13693333,21.54520416,16.6356163,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,68660.7731
84038,10.53215981,30.4876709,3.134246588,1,1,BLACK,KC,Hospital D,Finance,Other,2015,37502.38483
77909,10.21730518,15.62465668,1.942465782,1,0,WHITE,KC,Hospital B,Finance,Other,2015,27372.80232
48646,10.36862946,40.86575317,1.657534242,1,1,BLACK,KC,Hospital B,Finance,Other,2015,31844.80233
42687,10.30735111,9.161643982,5.128767014,1,1,BLACK,KC,Hospital C,Finance,Other,2015,29951.99201
73618,10.5670414,16.76438522,9.463013649,1,1,BLACK,KC,HQ,Finance,Other,2015,38833.61036
66126,10.83879662,36.81917953,7.084931374,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,50960.01658
47505,10.49371529,8.320547104,2.210958958,1,1,WHITE,KC,HQ,Finance,Other,2015,36087.98582
51767,10.54757023,24.69588852,23.70685005,1,1,WHITE,KC,HQ,Finance,Other,2015,38084.78847
73401,10.52771282,44.55068588,1.627397299,1,1,BLACK,KC,HQ,Finance,Other,2015,37335.98261
84026,10.69412422,23.7287674,2.619178057,1,1,BLACK,KC,Hospital B,Finance,Coders,2015,44095.99415
47390,10.4127121,21.35342407,0.679452062,1,1,BLACK,NA,HQ,Finance,Other,2015,33280.00673
71245,11.23579025,42.2657547,21.96438408,1,1,WHITE,KC,Hospital A,Finance,Coders,2015,75795.20058
42535,10.72437,27.81369781,8.139725685,1,1,WHITE,KC,HQ,Finance,Other,2015,45450.0865
78933,10.31427193,21.7589035,3.690410852,0,1,BLACK,KC,Hospital A,Finance,Other,2015,30160.00316
69933,10.85217571,11.82191849,0.276712328,1,1,WHITE,NA,Hospital C,Finance,Subject Ma,2015,51646.39692
36972,10.44166374,11.63287735,5.358903885,1,1,WHITE,KC,HQ,Finance,Other,2015,34257.60086
84667,11.23579025,7.449314117,1.312328815,1,1,WHITE,KC,HQ,Finance,Coders,2015,75795.20058
57381,11.26286316,32.15616608,0.909589052,0,1,BLACK,KC,Hospital C,Finance,Subject Ma,2015,77875.22608
61855,10.42328072,21.84383392,0.600000024,1,1,WHITE,NA,HQ,Finance,Other,2015,33633.59562
56443,10.88349628,31.97260284,0.794520557,1,1,WHITE,NA,Hospital A,Finance,Coders,2015,53289.59016
43191,10.74336338,46.4630127,17.67123222,1,1,HISPA,KC,HQ,Finance,Other,2015,46321.58733
68293,10.49544334,32.05753326,1.501369834,0,1,BLACK,KC,HQ,Finance,Other,2015,36150.40186
43407,10.80728436,41.44657516,17.55616379,1,1,WHITE,KC,HQ,Finance,Subject Ma,2015,49379.18979
66644,11.23579025,25.40000153,12.84931469,1,1,WHITE,RM,Hospital A,Finance,Coders,2015,75795.20058
83386,10.32251358,10.68219185,0.410958916,1,1,WHITE,NA,HQ,Finance,Other,2015,30409.59858
44320,10.68749905,35.92876816,2.117808104,1,1,WHITE,RM,HQ,Finance,Coders,2015,43804.81607
55574,10.60694122,12.46575356,0.816438377,1,1,WHITE,NA,HQ,Finance,Other,2015,40414.39139
40848,10.7451582,26.80548096,10.47945213,1,1,ASIAN,KC,Hospital A,Finance,Coders,2015,46404.80067
